product_code,resol_code,name,img_link,price,proficiency_level,power_consum(W),screen_size(cm),display_type,ref_rate(Hz),os_type,speaker_output(W),width(mm),height(mm),depth(mm),weight(kg),manual_link
TVT000,RES000,LG Micro RGB evo AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10794841/gallery/medium-interior01.jpg,16500000.0,,0.5,252.0,Micro RGB,165.0,webOS 26,40.0,2230.0,1277.0,49.0,67.3,https://gscs-b2c.lge.com/open/downloadFile?fileId=7g7LHiPnQ0ArCiR4LHqw
TVT001,RES001,LG 일반 LED TV (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10791858/gallery/medium-interior01.jpg,,1.0,0.5,80.0,LED,60.0,webOS 26,10.0,719.0,430.0,71.0,3.5,https://gscs-b2c.lge.com/open/downloadFile?fileId=TjlDdINPPzfddamy19qPw
TVT002,RES001,LG 일반 LED TV (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10791858/gallery/medium-interior01.jpg,450000.0,1.0,0.5,80.0,LED,60.0,webOS 26,10.0,719.0,430.0,71.0,3.5,https://gscs-b2c.lge.com/open/downloadFile?fileId=0NoWMrt8yVoskJzWsA0PQ
TVT003,RES001,LG 일반 LED TV (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10791858/gallery/medium-interior01.jpg,450000.0,1.0,0.5,80.0,LED,60.0,webOS 26,10.0,719.0,430.0,71.0,3.5,https://gscs-b2c.lge.com/open/downloadFile?fileId=75XPYjWun9r8hRTu67XYZQ
TVT004,RES001,LG 일반 LED TV (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10272836/gallery/medium-interior01.jpg,450000.0,1.0,35.4,80.0,LED,60.0,,,736.0,437.0,82.0,4.65,https://gscs-b2c.lge.com/open/downloadFile?fileId=jytE7EazXXVwNlvD2gJNA
TVT005,RES001,LG 일반 LED TV (스탠드형),https://www.lge.co.kr/kr/images/tvs/md09460826/gallery/medium-interior01.jpg,450000.0,1.0,35.4,80.0,LED,60.0,,,736.0,437.0,82.0,4.65,https://gscs-b2c.lge.com/open/downloadFile?fileId=Ex9qS4JM4rw8JMiuAv1ag
TVT006,,LG 일반 LED TV (스탠드형),https://www.lge.co.kr/kr/images/tvs/md08989826/gallery/medium-interior01.jpg,670000.0,1.0,68.0,107.0,LED,60.0,,,,,,,https://gscs-b2c.lge.com/open/downloadFile?fileId=uSOwcIc6Jp7AomqluWMnVA
TVT007,RES000,LG 나노셀 AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10543866/gallery/medium-interior01.jpg,,1.0,0.5,107.0,LED,60.0,webOS 25,20.0,968.0,565.0,29.0,9.3,https://gscs-b2c.lge.com/open/downloadFile?fileId=lseYPJquAt2IbefvmHmSfw
TVT008,RES000,LG 나노셀 AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10573857/gallery/medium-interior01.jpg,1040000.0,1.0,0.5,107.0,LED,60.0,webOS 25,20.0,967.0,564.0,57.0,8.8,https://gscs-b2c.lge.com/open/downloadFile?fileId=uJSS2X4KrryK1zI7kl9g
TVT009,RES000,LG 나노셀 AI (벽걸이형),https://www.lge.co.kr/kr/images/tvs/md10543867/gallery/medium-interior01.jpg,1140000.0,1.0,0.5,107.0,LED,60.0,webOS 25,20.0,968.0,565.0,29.0,9.3,https://gscs-b2c.lge.com/open/downloadFile?fileId=SYXWGBoQGm0L68TTrL8woQ
TVT010,RES000,LG NANO 4K UHD AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10799857/gallery/medium-interior01.jpg,1040000.0,1.0,0.5,107.0,LED,60.0,webOS 26,20.0,959.0,563.0,70.0,6.4,https://gscs-b2c.lge.com/open/downloadFile?fileId=NjdrZ2NQbPWMNVhw9P6YQ
TVT011,RES000,LG 울트라 HD TV AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10610862/gallery/medium-interior01.jpg,940000.0,1.0,0.5,107.0,LED,60.0,webOS 25,20.0,968.0,567.0,67.0,7.3,https://gscs-b2c.lge.com/open/downloadFile?fileId=ZtAQPFBMZffFmLYJgIvQ
TVT012,RES000,LG 울트라 HD TV AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10577832/gallery/medium-interior01.jpg,,1.0,0.5,107.0,LED,60.0,webOS 25,20.0,968.0,567.0,67.0,7.3,https://gscs-b2c.lge.com/open/downloadFile?fileId=skGB8N1U2pnmrDVRFScUpQ
TVT013,RES000,LG 울트라 HD TV (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10218827/gallery/medium-interior01.jpg,,1.0,0.5,107.0,LED,60.0,webOS 23,20.0,968.0,565.0,29.0,9.3,https://gscs-b2c.lge.com/open/downloadFile?fileId=jFyzkdugNJrON50A3b5bw
TVT014,RES000,LG 울트라 HD TV (벽걸이형),https://www.lge.co.kr/kr/images/tvs/md10218829/gallery/medium-interior01.jpg,,1.0,0.5,107.0,LED,60.0,webOS 23,20.0,968.0,565.0,29.0,9.3,https://gscs-b2c.lge.com/open/downloadFile?fileId=jFyzkdugNJrON50A3b5bw
TVT015,RES000,LG 울트라 HD TV (벽걸이형),https://www.lge.co.kr/kr/images/tvs/md10319874/gallery/medium-interior01.jpg,1170000.0,1.0,0.5,107.0,LED,60.0,webOS 24,20.0,968.0,565.0,29.0,9.3,https://gscs-b2c.lge.com/open/downloadFile?fileId=XRE2Ujx3hSCLzOPlFA47fw
TVT016,RES000,LG 나노셀 AI (벽걸이형),https://www.lge.co.kr/kr/images/tvs/md10543865/gallery/medium-interior01.jpg,1440000.0,1.0,0.5,125.0,LED,60.0,webOS 25,20.0,1123.0,652.0,29.0,13.0,https://gscs-b2c.lge.com/open/downloadFile?fileId=z3iVlf9YEKinGvL95dg9Q
TVT017,RES000,LG 울트라 HD TV AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10610860/gallery/medium-interior01.jpg,1140000.0,1.0,0.5,125.0,LED,60.0,webOS 25,20.0,1122.0,654.0,67.0,9.4,https://gscs-b2c.lge.com/open/downloadFile?fileId=iVeMo1ncDP85qnI8xXUbLw
TVT018,RES000,LG 울트라 HD TV AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10577830/gallery/medium-interior01.jpg,,1.0,0.5,125.0,LED,60.0,webOS 25,20.0,1122.0,654.0,67.0,9.4,https://gscs-b2c.lge.com/open/downloadFile?fileId=ErByi96Pmx8TXevfY0agvw
TVT019,RES000,LG 울트라 HD TV AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10582833/gallery/medium-interior01.jpg,1090000.0,1.0,0.5,125.0,LED,60.0,webOS 25,20.0,1122.0,654.0,67.0,9.4,https://gscs-b2c.lge.com/open/downloadFile?fileId=nVh2e3POOuE9FdWN7P399w
TVT020,RES000,LG 울트라 HD TV (벽걸이형-무타공),https://www.lge.co.kr/kr/images/tvs/md10440828/gallery/medium-interior01.jpg,,1.0,0.5,125.0,LED,60.0,webOS 24,20.0,1121.0,651.0,57.0,11.7,https://gscs-b2c.lge.com/open/downloadFile?fileId=8SRep24KlkjsfIIJta4rw
TVT021,RES000,LG 울트라 HD TV (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10530839/gallery/medium-interior01.jpg,,1.0,0.5,125.0,LED,60.0,webOS 24,20.0,1123.0,652.0,29.0,13.0,https://gscs-b2c.lge.com/open/downloadFile?fileId=bYQ3T5xxkPeVWCyVCeLvQ
TVT022,RES000,LG 나노셀 AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10543862/gallery/medium-interior01.jpg,,1.0,0.5,138.0,LED,60.0,webOS 25,20.0,1236.0,716.0,29.0,15.0,https://gscs-b2c.lge.com/open/downloadFile?fileId=ZmIsNYPyjd5nehdNENgVw
TVT023,RES000,LG 나노셀 AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10573849/gallery/medium-interior01.jpg,1340000.0,1.0,0.5,138.0,LED,60.0,webOS 25,20.0,1235.0,715.0,57.0,14.0,https://gscs-b2c.lge.com/open/downloadFile?fileId=haRmHmu8588mpNS3PM6ToA
TVT024,RES000,LG 나노셀 AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10543862/gallery/medium-interior01.jpg,,1.0,0.5,138.0,LED,60.0,webOS 25,20.0,1236.0,716.0,29.0,15.0,https://gscs-b2c.lge.com/open/downloadFile?fileId=SlZ9dfiLBV0UAqDhD7Ji8A
TVT025,RES000,LG 나노셀 AI (벽걸이형),https://www.lge.co.kr/kr/images/tvs/md10543863/gallery/medium-interior01.jpg,,1.0,0.5,138.0,LED,60.0,webOS 25,20.0,1236.0,716.0,29.0,15.0,https://gscs-b2c.lge.com/open/downloadFile?fileId=SlZ9dfiLBV0UAqDhD7Ji8A
TVT026,RES000,LG 나노셀 AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10543862/gallery/medium-interior01.jpg,1890000.0,1.0,0.5,138.0,LED,60.0,webOS 25,20.0,1236.0,716.0,29.0,15.0,https://gscs-b2c.lge.com/open/downloadFile?fileId=c76K51RsBoqTUFlybow
TVT027,RES000,LG NANO 4K UHD AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10799851/gallery/medium-interior01.jpg,1290000.0,1.0,0.5,138.0,LED,60.0,webOS 26,20.0,1228.0,715.0,70.0,9.5,https://gscs-b2c.lge.com/open/downloadFile?fileId=zP4eA1CRn4gvuHzbDCrnfg
TVT028,RES000,LG QNED AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10654892/gallery/medium-interior01.jpg,1690000.0,1.0,0.5,138.0,LED,60.0,webOS 25,20.0,1236.0,718.0,67.0,11.5,https://gscs-b2c.lge.com/open/downloadFile?fileId=JQTqja22P3nqzGS0NwYvkg
TVT029,RES000,LG QNED evo AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10794838/gallery/medium-interior01.jpg,1490000.0,1.0,0.5,138.0,mini LED,60.0,webOS 26,20.0,1236.0,718.0,67.0,11.5,https://gscs-b2c.lge.com/open/downloadFile?fileId=KqDLdL4lwkRSV9t10R6tgg
TVT030,RES000,LG 울트라 HD TV AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10610858/gallery/medium-interior01.jpg,1240000.0,1.0,0.5,138.0,LED,60.0,webOS 25,20.0,1236.0,718.0,67.0,11.5,https://gscs-b2c.lge.com/open/downloadFile?fileId=3nynHm7Io5ZbVBvt09OFwg
TVT031,RES000,LG 울트라 HD TV AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10582831/gallery/medium-interior01.jpg,,1.0,0.5,138.0,LED,60.0,webOS 25,20.0,1236.0,718.0,67.0,11.5,https://gscs-b2c.lge.com/open/downloadFile?fileId=LIuurmpvdsmKbuT5q6WSCA
TVT032,RES000,LG 울트라 HD TV (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10219829/gallery/medium-interior01.jpg,,1.0,0.5,138.0,LED,60.0,webOS 23,20.0,1236.0,716.0,29.0,15.0,https://gscs-b2c.lge.com/open/downloadFile?fileId=jFyzkdugNJrON50A3b5bw
TVT033,RES000,LG 울트라 HD TV (벽걸이형),https://www.lge.co.kr/kr/images/tvs/md10219830/gallery/medium-interior01.jpg,,1.0,0.5,138.0,LED,60.0,webOS 23,20.0,1236.0,716.0,29.0,15.0,https://gscs-b2c.lge.com/open/downloadFile?fileId=jFyzkdugNJrON50A3b5bw
TVT034,RES000,LG 울트라 HD TV (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10366852/gallery/medium-interior01.jpg,,1.0,0.5,138.0,LED,60.0,webOS 23,20.0,1236.0,716.0,29.0,15.0,https://gscs-b2c.lge.com/open/downloadFile?fileId=jFyzkdugNJrON50A3b5bw
TVT035,RES000,LG 울트라 HD TV (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10314859/gallery/medium-interior01.jpg,1490000.0,1.0,0.5,138.0,LED,60.0,webOS 24,20.0,1236.0,716.0,29.0,15.0,https://gscs-b2c.lge.com/open/downloadFile?fileId=4cw5G0RtRf80tQw8rDbIjg
TVT036,RES000,LG 울트라 HD TV (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10530837/gallery/medium-interior01.jpg,,1.0,0.5,138.0,LED,60.0,webOS 24,20.0,1236.0,716.0,29.0,15.0,https://gscs-b2c.lge.com/open/downloadFile?fileId=VUKTO8bVxsyUOT0dOc7Pg
TVT037,RES000,LG 나노셀 AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10573849/gallery/medium-interior01.jpg,2090000.0,1.0,0.5,163.0,LED,60.0,webOS 25,20.0,1454.0,838.0,57.0,21.5,https://gscs-b2c.lge.com/open/downloadFile?fileId=s711oju5nUqHKcdFgHmvA
TVT038,RES000,LG 나노셀 AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10543860/gallery/medium-interior01.jpg,,1.0,0.5,163.0,LED,60.0,webOS 25,20.0,1456.0,840.0,29.0,23.6,https://gscs-b2c.lge.com/open/downloadFile?fileId=WaNatfStB65ekb9nfgMQ
TVT039,RES000,LG 나노셀 AI (벽걸이형),https://www.lge.co.kr/kr/images/tvs/md10543861/gallery/medium-interior01.jpg,,1.0,0.5,163.0,LED,60.0,webOS 25,20.0,1456.0,840.0,29.0,23.6,https://gscs-b2c.lge.com/open/downloadFile?fileId=WaNatfStB65ekb9nfgMQ
TVT040,RES000,LG 나노셀 AI (벽걸이형),https://www.lge.co.kr/kr/images/tvs/md10543861/gallery/medium-interior01.jpg,2090000.0,1.0,0.5,163.0,LED,60.0,webOS 25,20.0,1456.0,840.0,29.0,23.6,https://gscs-b2c.lge.com/open/downloadFile?fileId=3wWNSLAt3fNiHQ4Q37HXxA
TVT041,RES000,LG NANO 4K UHD AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10799851/gallery/medium-interior01.jpg,2090000.0,1.0,0.5,163.0,LED,60.0,webOS 26,20.0,1447.0,838.0,70.0,13.9,https://gscs-b2c.lge.com/open/downloadFile?fileId=PbXaXqYmJeirOZZT5zt7GQ
TVT042,RES000,LG QNED AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10560833/gallery/medium-interior01.jpg,2390000.0,1.0,0.5,163.0,LED,60.0,webOS 25,20.0,1456.0,840.0,29.0,22.5,https://gscs-b2c.lge.com/open/downloadFile?fileId=hGI4mhUYJx1xQTMleF21GQ
TVT043,RES000,LG QNED AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10654892/gallery/medium-interior01.jpg,2490000.0,1.0,0.5,163.0,LED,60.0,webOS 25,20.0,1455.0,841.0,67.0,16.8,https://gscs-b2c.lge.com/open/downloadFile?fileId=t2TpV7EKLqDPncZ7fq2GA
TVT044,RES000,LG QNED AI (벽걸이형),https://www.lge.co.kr/kr/images/tvs/md10560834/gallery/medium-interior01.jpg,2490000.0,1.0,0.5,163.0,LED,60.0,webOS 25,20.0,1456.0,840.0,29.0,22.5,https://gscs-b2c.lge.com/open/downloadFile?fileId=LP6Vo2eru3wGO4JIJpvOsw
TVT045,RES000,LG QNED TV (스탠드형) + LG 사운드바,https://www.lge.co.kr/kr/images/tvs/md10402851/gallery/medium01.jpg,,1.0,0.5,163.0,LED,60.0,webOS 23,20.0,1452.0,839.0,44.0,24.5,https://gscs-b2c.lge.com/open/downloadFile?fileId=tCH3f9xLhYsg6B73MWBZpw
TVT046,RES000,LG QNED evo AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10794836/gallery/medium-interior01.jpg,2690000.0,1.0,0.5,163.0,mini LED,60.0,webOS 26,20.0,1455.0,841.0,67.0,16.5,https://gscs-b2c.lge.com/open/downloadFile?fileId=PMZOLHJtDITU9eLlbywKGw
TVT047,RES000,LG QNED TV (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10319857/gallery/medium-interior01.jpg,2770000.0,1.0,0.5,163.0,LED,60.0,webOS 24,20.0,1456.0,840.0,29.0,22.5,https://gscs-b2c.lge.com/open/downloadFile?fileId=1g5szewMrCwheI8wNWeg
TVT048,RES000,LG QNED TV (벽걸이형),https://www.lge.co.kr/kr/images/tvs/md10319858/gallery/medium-interior01.jpg,2770000.0,1.0,0.5,163.0,LED,60.0,webOS 24,20.0,1456.0,840.0,29.0,22.5,https://gscs-b2c.lge.com/open/downloadFile?fileId=1g5szewMrCwheI8wNWeg
TVT049,RES000,LG QNED evo AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10543857/gallery/medium-interior01.jpg,,1.0,0.5,163.0,mini LED,144.0,webOS 25,20.0,1456.0,840.0,29.0,22.5,https://gscs-b2c.lge.com/open/downloadFile?fileId=QBwpE534cbgJDYo0nuFaA
TVT050,RES000,LG QNED evo AI (벽걸이형),https://www.lge.co.kr/kr/images/tvs/md10543858/gallery/medium-interior01.jpg,,2.0,0.5,163.0,mini LED,144.0,webOS 25,20.0,1456.0,840.0,29.0,22.5,https://gscs-b2c.lge.com/open/downloadFile?fileId=HeUf4nzHFhty5ROTzaaIQ
TVT051,RES000,LG Easy TV AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10684833/gallery/medium-interior02.jpg,2640000.0,1.0,0.5,163.0,mini LED,144.0,webOS 25,20.0,1456.0,840.0,29.0,22.5,https://gscs-b2c.lge.com/open/downloadFile?fileId=MtEGNyt68Y0fn73xv5dBDQ
TVT052,RES000,LG QNED evo AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10543857/gallery/medium-interior01.jpg,2590000.0,2.0,0.5,163.0,mini LED,144.0,webOS 25,20.0,1456.0,840.0,29.0,22.5,https://gscs-b2c.lge.com/open/downloadFile?fileId=FgfyK3fryYYZxmFVPBoAzQ
TVT053,RES000,LG QNED evo AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10654837/gallery/medium-interior01.jpg,,1.0,0.5,163.0,mini LED,144.0,webOS 25,40.0,1445.0,830.0,58.0,18.5,https://gscs-b2c.lge.com/open/downloadFile?fileId=R1kY7q7FfYXjGem82uXIg
TVT054,RES000,LG QNED evo AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10648828/gallery/medium-interior01.jpg,2890000.0,1.0,0.5,163.0,mini LED,144.0,webOS 25,40.0,1445.0,830.0,58.0,18.6,https://gscs-b2c.lge.com/open/downloadFile?fileId=R1kY7q7FfYXjGem82uXIg
TVT055,RES000,LG 울트라 HD TV AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10610856/gallery/medium-interior01.jpg,1790000.0,1.0,0.5,163.0,LED,60.0,webOS 25,20.0,1455.0,841.0,67.0,16.5,https://gscs-b2c.lge.com/open/downloadFile?fileId=sO5EljZ0IYXc31JaN4xJJQ
TVT056,RES000,LG 울트라 HD TV AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10575830/gallery/medium-interior01.jpg,,1.0,0.5,163.0,LED,60.0,webOS 25,20.0,1455.0,841.0,67.0,16.5,https://gscs-b2c.lge.com/open/downloadFile?fileId=TN4odlru6xMWBpdIjMyRg
TVT057,RES000,LG 울트라 HD TV (스탠드형),https://www.lge.co.kr/kr/images/tvs/md09689831/gallery/medium-interior01.jpg,,1.0,0.5,163.0,LED,60.0,webOS 22,20.0,1454.0,838.0,57.0,21.5,https://gscs-b2c.lge.com/open/downloadFile?fileId=FXTKh3UR0WBxP0d1qdP9HQ
TVT058,RES000,LG 울트라 HD TV (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10366855/gallery/medium-interior01.jpg,,1.0,0.5,163.0,LED,60.0,webOS 23,20.0,1456.0,840.0,29.0,23.6,https://gscs-b2c.lge.com/open/downloadFile?fileId=jFyzkdugNJrON50A3b5bw
TVT059,RES000,LG 울트라 HD TV (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10314857/gallery/medium-interior01.jpg,2090000.0,1.0,0.5,163.0,LED,60.0,webOS 24,20.0,1456.0,840.0,29.0,23.6,https://gscs-b2c.lge.com/open/downloadFile?fileId=JR4buumcUkOiPj7SaolA
TVT060,RES000,LG 울트라 HD TV (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10530835/gallery/medium-interior01.jpg,,1.0,0.5,163.0,LED,60.0,webOS 24,20.0,1456.0,840.0,29.0,23.6,https://gscs-b2c.lge.com/open/downloadFile?fileId=V8jEh4CE8cDRtXQBTQl8g
TVT061,RES000,LG Micro RGB evo AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10799835/gallery/medium-interior01.jpg,9020000.0,3.0,0.5,189.0,Micro RGB,165.0,webOS 26,40.0,1673.0,963.0,44.0,40.5,https://gscs-b2c.lge.com/open/downloadFile?fileId=8XILF4ldk7sqqT34dmsLnw
