product_code,name,img_link,price,proficiency_level,power_consum(W),washing_cap(kg),dryng_cap(kg),width(mm),height(mm),depth(mm),weight(kg),color,door_type,control_type,water_temp,spin_op,manual_link
WMT000,LG 트롬 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md09853827/gallery/medium-interior01.jpg,1150000,1,2000,12,,600,850,615,73,모던 스테인리스,"600 x 850 x 1,145",다이얼+푸시버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=IEswLl1yVo2eq6NubIuoog
WMT001,LG 트롬 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md08748629/gallery/medium-interior01.jpg,1050000,1,2000,12,,600,850,615,73,릴리 화이트,"600 x 850 x 1,145",다이얼+푸시버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=fQGOZDTpaB0Hmc4GyUmA
WMT002,LG 트롬 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md09769828/gallery/medium-interior01.jpg,1250000,1,2000,15,,645,940,770,78,스테인리스 블랙,"645x940x1,280",다이얼 + LED 터치 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=K8koG4SMFG3C8I691aCEw
WMT003,LG 트롬 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10455831/gallery/medium-interior01.jpg,1250000,1,2000,17,,650,950,780,80,글로우 에센스 화이트(유광),"650x950x1,280",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 20, 40, 60, 95℃",1,
WMT004,LG 트롬 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10455832/gallery/medium-interior01.jpg,1200000,3,2000,17,,650,950,780,80,에센스 그라파이트(무광),"650x950x1,280",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 20, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=gF42sQCUpR317OP4i4HQwg
WMT005,LG 트롬 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10455832/gallery/medium-interior01.jpg,1310000,1,2000,17,,650,950,780,80,에센스 그라파이트(무광),"650x950x1,280",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 20, 40, 60, 95℃",1,
WMT006,LG 트롬 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10649846/gallery/medium-interior01.jpg,1300000,1,2000,17,,650,950,780,80,네이처 에센스 화이트(무광),"650x950x1,280",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 20, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=3j0bcVuSe6RF3OsAmoyA
WMT007,LG 트롬 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10649845/gallery/medium-interior01.jpg,1200000,3,2000,17,,650,950,780,80,네이처 에센스 블랙,"650x950x1,280",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 20, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=gF42sQCUpR317OP4i4HQwg
WMT008,LG 트롬 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10649845/gallery/medium-interior01.jpg,1300000,1,2000,17,,650,950,780,80,네이처 에센스 블랙,"650x950x1,280",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 20, 40, 60, 95℃",1,
WMT009,LG 트롬 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md09786827/gallery/medium-interior01.jpg,1450000,1,2100,19,,700,990,770,92,화이트,"700 x 990 x 1,360",다이얼 + LED 터치 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=bzAl77mRj92E2ivWphyiqg
WMT010,LG 트롬 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md09769826/gallery/medium-interior01.jpg,1400000,1,2100,19,,700,990,770,92,화이트,"700 x 990 x 1,360",다이얼 + LED 터치 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=bzAl77mRj92E2ivWphyiqg
WMT011,LG 트롬 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md09922828/gallery/medium-interior01.jpg,1600000,1,2100,21,,700,990,770,92,스테인리스 실버,"700 x 990 x 1,360",다이얼+터치버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=bzAl77mRj92E2ivWphyiqg
WMT012,LG 트롬 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md09768828/gallery/medium-interior01.jpg,1550000,1,2100,21,,700,990,770,92,화이트,"700 x 990 x 1,360",다이얼 + LED 터치 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=bzAl77mRj92E2ivWphyiqg
WMT013,LG 트롬 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md09922831/gallery/medium-interior01.jpg,,1,2100,21,,700,990,770,92,화이트,"700 x 990 x 1,360",다이얼+터치버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=bzAl77mRj92E2ivWphyiqg
WMT014,LG 트롬 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md09922826/gallery/medium-interior01.jpg,1750000,1,2200,24,,700,990,830,92,스테인리스 실버,"700 x 990 x 1,410",다이얼+터치버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=bzAl77mRj92E2ivWphyiqg
WMT015,LG 트롬 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md09922827/gallery/medium-interior01.jpg,1750000,1,2200,24,,700,990,830,92,스테인리스 실버,"700 x 990 x 1,410",다이얼+터치버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=bzAl77mRj92E2ivWphyiqg
WMT016,LG 트롬 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md09767828/gallery/medium-interior01.jpg,1650000,1,2200,24,,700,990,830,92,화이트,"700 x 990 x 1,410",다이얼 + LED 터치 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=bzAl77mRj92E2ivWphyiqg
WMT017,LG 트롬 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md09767827/gallery/medium-interior01.jpg,1650000,1,2200,24,,700,990,830,92,화이트,"700 x 990 x 1,410",다이얼 + LED 터치 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=bzAl77mRj92E2ivWphyiqg
WMT018,LG 꼬망스 플러스,https://www.lge.co.kr/kr/images/washing-machines/md09229826/gallery/medium-interior01.jpg,850000,2,2000,8,,600,850,475,58,모던 스테인리스,"600 x 850 x 1,015 mm",,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=yLct5TXvXXEJ7XaIgtfHw
WMT019,LG 꼬망스 플러스,https://www.lge.co.kr/kr/images/washing-machines/md09229826/gallery/medium-interior01.jpg,900000,1,2000,8,,600,850,475,60,모던 스테인리스,"600 x 850 x 1,015",다이얼+터치버튼 및 LED 디스플레이,"냉수, 20, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=zu3rn1wPl1l4AgsOyb3A
WMT020,LG 꼬망스 플러스,https://www.lge.co.kr/kr/images/washing-machines/md09268826/gallery/medium-interior01.jpg,850000,1,2000,8,,600,850,475,60,화이트,"600 x 850 x 1,015",다이얼+터치버튼 및 LED 디스플레이,"냉수, 20, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=9PfX41ayKF2RH9RImtSNw
WMT021,LG 트롬 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md09784829/gallery/medium-interior01.jpg,,3,145,9,,600,825,550,,화이트,"600 × 825 × 1,005 mm",,냉수 / 20 / 30 / 40 / 60 / 95 ℃,0,
WMT022,LG 트롬 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md09784830/gallery/medium-interior01.jpg,,3,2100,9,,600,825,550,,화이트,원형 도어,다이얼 + LED 터치 디스플레이,"냉수, 20, 30, 40, 60, 95℃",1,
WMT023,LG 트롬 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10374827/gallery/medium-interior01.jpg,630000,2,2000,9,,600,850,550,55,화이트,"600x850x1,005",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 20, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=YTZpkXb3hY8i34KGKPqLQ
WMT024,LG 트롬 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10374828/gallery/medium-interior01.jpg,610000,2,2000,9,,600,825,550,53,화이트,"600x825x1,005",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 20, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=GPTVVT8wITxbHeWAQIOYsA
WMT025,LG 트롬 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10374829/gallery/medium-interior01.jpg,580000,2,2000,9,,600,825,550,53,화이트,"600x825x1,005",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 20, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=GPTVVT8wITxbHeWAQIOYsA
WMT026,LG 트롬 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10374826/gallery/medium-interior01.jpg,600000,2,2000,9,,600,850,550,55,화이트,"600 x 850 x 1,005",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 20, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=YTZpkXb3hY8i34KGKPqLQ
WMT027,LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10732848/gallery/medium-interior01.jpg,1650000,1,2100,19,,700,990,770,91,네이처 베이지,"700 x 990 x 1,360",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=u5wCkEr3mrG8aaEDzmoSSA
WMT028,LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10412833/gallery/medium-interior01.jpg,1550000,3,2100,19,,700,990,770,91,네이처 그린,"700 x 990 x 1,360",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=u5wCkEr3mrG8aaEDzmoSSA
WMT029,LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10732849/gallery/medium-interior01.jpg,1650000,1,2100,19,,700,990,770,91,네이처 그린,"700 x 990 x 1,360",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=u5wCkEr3mrG8aaEDzmoSSA
WMT030,LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10412835/gallery/medium-interior01.jpg,1450000,3,2100,19,,700,990,770,91,모던 스테인리스,"700 x 990 x 1,360",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=u5wCkEr3mrG8aaEDzmoSSA
WMT031,LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10732850/gallery/medium-interior01.jpg,1550000,1,2100,19,,700,990,770,91,모던 스테인리스,"700 x 990 x 1,360",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=u5wCkEr3mrG8aaEDzmoSSA
WMT032,LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10732851/gallery/medium-interior01.jpg,1500000,1,2100,19,,700,990,770,91,릴리 화이트,"700 x 990 x 1,360",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=u5wCkEr3mrG8aaEDzmoSSA
WMT033,LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10732843/gallery/medium-interior01.jpg,1750000,1,2100,21,,700,990,770,91,네이처 베이지,"700 x 990 x 1,360",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=u5wCkEr3mrG8aaEDzmoSSA
WMT034,LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10412829/gallery/medium-interior01.jpg,1650000,3,2100,21,,700,990,770,91,네이처 그린,"700 x 990 x 1,360",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=u5wCkEr3mrG8aaEDzmoSSA
WMT035,LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10732844/gallery/medium-interior01.jpg,1750000,1,2100,21,,700,990,770,91,네이처 그린,"700 x 990 x 1,360",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=u5wCkEr3mrG8aaEDzmoSSA
WMT036,LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10420860/gallery/medium-interior01.jpg,1705000,1,2100,21,,700,990,770,91,스페이스 블랙,"700 x 990 x 1,360",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=u5wCkEr3mrG8aaEDzmoSSA
WMT037,LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10412831/gallery/medium-interior01.jpg,1550000,3,2100,21,,700,990,770,91,모던 스테인리스,"700 x 990 x 1,360",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=u5wCkEr3mrG8aaEDzmoSSA
WMT038,LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10732846/gallery/medium-interior01.jpg,1650000,1,2100,21,,700,990,770,91,모던 스테인리스,"700 x 990 x 1,360",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=u5wCkEr3mrG8aaEDzmoSSA
WMT039,LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10412832/gallery/medium-interior01.jpg,,3,2100,21,,700,990,770,91,릴리 화이트,"700 x 990 x 1,360",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=u5wCkEr3mrG8aaEDzmoSSA
WMT040,LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10732847/gallery/medium-interior01.jpg,1600000,1,2100,21,,700,990,770,91,릴리 화이트,"700 x 990 x 1,360",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=u5wCkEr3mrG8aaEDzmoSSA
WMT041,LG 트롬 오브제컬렉션 + 건조기,https://www.lge.co.kr/kr/images/washing-machines/md10466832/gallery/medium01.jpg,3690000,1,2100,24,20,700,990,830,93,네이처 베이지,"700x990x1,410",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=HePzePoyaPhap1gGHrQKw
WMT042,LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10420859/gallery/medium-interior01.jpg,1900000,1,2100,24,,700,990,830,93,네이처 베이지,"700x990x1,410",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=HePzePoyaPhap1gGHrQKw
WMT043,LG 트롬 오브제컬렉션 + 키높이 수납함,https://www.lge.co.kr/kr/images/washing-machines/md10466838/gallery/medium01.jpg,2650000,1,2100,24,,700,990,830,93,네이처 베이지,"700x990x1,410",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=HePzePoyaPhap1gGHrQKw
WMT044,LG 트롬 오브제컬렉션 + 미니워시,https://www.lge.co.kr/kr/images/washing-machines/md10466836/gallery/medium01.jpg,2890000,1,2100,24,,700,990,830,93,네이처 베이지,"700x990x1,410",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=HePzePoyaPhap1gGHrQKw
WMT045,LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10420858/gallery/medium-interior01.jpg,,1,2100,24,,700,990,830,93,네이처 그린,"700x990x1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=HePzePoyaPhap1gGHrQKw
WMT046,LG 트롬 오브제컬렉션 + 건조기,https://www.lge.co.kr/kr/images/washing-machines/md10438838/gallery/medium01.jpg,3440000,1,2100,24,18,700,990,830,93,스페이스 블랙,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=AwpLjUJtXHcGGbgG3BbAg
WMT047,LG 트롬 오브제컬렉션 + 건조기,https://www.lge.co.kr/kr/images/washing-machines/md10438837/gallery/medium01.jpg,3540000,1,2100,24,19,700,990,830,93,스페이스 블랙,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=AwpLjUJtXHcGGbgG3BbAg
WMT048,LG 트롬 오브제컬렉션 + 건조기,https://www.lge.co.kr/kr/images/washing-machines/md10438835/gallery/medium01.jpg,3590000,1,2100,24,20,700,990,830,93,스페이스 블랙,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=AwpLjUJtXHcGGbgG3BbAg
WMT049,LG 트롬 오브제컬렉션 + 건조기,https://www.lge.co.kr/kr/images/washing-machines/md10438836/gallery/medium01.jpg,3540000,1,2100,24,20,700,990,830,93,스페이스 블랙,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=AwpLjUJtXHcGGbgG3BbAg
WMT050,LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10041839/gallery/medium-interior01.jpg,1943000,1,2100,24,,700,990,830,93,스페이스 블랙,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=HePzePoyaPhap1gGHrQKw
