제품명,이미지 링크,가격(원),에너지 소비효율등급,소비전력(W),세탁 용량(kg),건조 용량(kg),크기(mm),무게(kg),색상,도어 디자인,조작 및 표현방식,물온도,탈수선택,제품 사용 설명서
LG 트롬 오브제컬렉션 + 미니워시,https://www.lge.co.kr/kr/images/washing-machines/md10441830/gallery/medium01.jpg,"2,831,000원",1등급,"2,100",24,,700 x 990 x 830,93.0,스페이스 블랙,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=AwpLjUJtXHcGGbgG3BbAg
LG 트롬 오브제컬렉션 + 건조기,https://www.lge.co.kr/kr/images/washing-machines/md10438840/gallery/medium01.jpg,,1등급,"2,100",24,20,700 x 990 x 830,93.0,모던 스테인리스,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=AwpLjUJtXHcGGbgG3BbAg
LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10404840/gallery/medium-interior01.jpg,"1,800,000원",1등급,"2,100",24,,700 x 990 x 830,93.0,모던 스테인리스,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=HePzePoyaPhap1gGHrQKw
LG 트롬 오브제컬렉션 + 미니워시,https://www.lge.co.kr/kr/images/washing-machines/md10441831/gallery/medium01.jpg,,1등급,"2,100",24,,700 x 990 x 830,93.0,모던 스테인리스,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=AwpLjUJtXHcGGbgG3BbAg
LG 트롬 오브제컬렉션 키높이 수납함,https://www.lge.co.kr/kr/images/washing-machines/md09089828/gallery/medium01.jpg,"222,000원",,,,,700 × 360 × 770 mm,,네이처 그린,,,,,https://gscs-b2c.lge.com/open/downloadFile?fileId=nvQiUySZtt8Q6PSJZsd0Og
LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10596830/gallery/medium-interior01.jpg,"1,850,000원",1등급,"2,100",23,,700 x 990 x 830,95.0,네이처 베이지,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=xNrT8CK3QU2HfEUmwEFuEw
LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10596832/gallery/medium-interior01.jpg,"1,850,000원",1등급,"2,100",23,,700 x 990 x 830,95.0,네이처 그린,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=xNrT8CK3QU2HfEUmwEFuEw
LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md09668831/gallery/medium-interior01.jpg,"1,850,000원",1등급,"2,100",23,,700 x 990 x 830,95.0,스페이스 블랙,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=xNrT8CK3QU2HfEUmwEFuEw
LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md09668833/gallery/medium-interior01.jpg,"1,700,000원",2등급,"2,100",23,,700 x 990 x 830,95.0,모던 스테인리스,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=xNrT8CK3QU2HfEUmwEFuEw
LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md09668833/gallery/medium-interior01.jpg,"1,800,000원",1등급,"2,100",23,,700 x 990 x 830,95.0,모던 스테인리스,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=xNrT8CK3QU2HfEUmwEFuEw
LG 트롬 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10596835/gallery/medium-interior01.jpg,"1,700,000원",1등급,"2,100",23,,700 x 990 x 830,95.0,화이트,"700 x 990 x 1,406",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=xNrT8CK3QU2HfEUmwEFuEw
LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10596836/gallery/medium-interior01.jpg,"1,850,000원",1등급,"2,100",24,,700 x 990 x 830,95.0,네이처 베이지,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=xNrT8CK3QU2HfEUmwEFuEw
LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10596837/gallery/medium-interior01.jpg,"1,850,000원",1등급,"2,100",24,,700 x 990 x 830,95.0,네이처 그린,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=xNrT8CK3QU2HfEUmwEFuEw
LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md09914826/gallery/medium-interior01.jpg,"1,953,000원",1등급,"2,100",24,,700 x 990 x 830,95.0,스페이스 블랙,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=xNrT8CK3QU2HfEUmwEFuEw
LG 트롬 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10596839/gallery/medium-interior01.jpg,"1,850,000원",1등급,"2,100",24,,700 x 990 x 830,95.0,모던 스테인리스,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=jiYBw3hytS4vgp6z03lnsg
LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md09529827/gallery/medium-interior01.jpg,"1,650,000원",2등급,"2,100",24,,700 x 990 x 830,95.0,화이트,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=xNrT8CK3QU2HfEUmwEFuEw
LG 트롬 오브제컬렉션 세탁기 + 스태킹키트,https://www.lge.co.kr/kr/images/washing-machines/md10631855/gallery/medium01.jpg,"1,650,000원",2등급,"2,100",24,,700 x 990 x 830,95.0,화이트,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=xNrT8CK3QU2HfEUmwEFuEw
LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md09529827/gallery/medium-interior01.jpg,"1,750,000원",1등급,"2,100",24,,700 x 990 x 830,95.0,릴리 화이트,"700 x 990 x 1,406",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=xNrT8CK3QU2HfEUmwEFuEw
LG 트롬 세탁기 + 건조기,https://www.lge.co.kr/kr/images/washing-machines/md10634839/gallery/medium01.jpg,,2등급,"2,200",24,20,700 x 990 x 830,95.0,화이트,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=jiYBw3hytS4vgp6z03lnsg
LG 트롬 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10596841/gallery/medium-interior01.jpg,"1,700,000원",2등급,"2,200",24,,700 x 990 x 830,95.0,화이트,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=jiYBw3hytS4vgp6z03lnsg
LG 트롬 세탁기 + 미니워시,https://www.lge.co.kr/kr/images/washing-machines/md10635832/gallery/medium01.jpg,,2등급,"2,200",24,,700 x 990 x 830,95.0,화이트,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=jiYBw3hytS4vgp6z03lnsg
LG 트롬 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10596841/gallery/medium-interior01.jpg,"1,800,000원",1등급,"2,200",24,,700 x 990 x 830,95.0,화이트,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=jiYBw3hytS4vgp6z03lnsg
LG 트롬 AI 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10597888/gallery/medium-interior01.jpg,"2,300,000원",1등급,"2,200",25,,700 x 990 x 830,95.0,아몬드,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=SxFfzryaDqEvK6OHaa3sA
LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10412845/gallery/medium-interior01.jpg,"2,100,000원",1등급,"2,100",25,,700 x 990 x 830,94.0,네이처 베이지,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=1DsUL1PxU6Y9rsW4TBMAtA
LG 트롬 AI 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10597883/gallery/medium-interior01.jpg,"2,300,000원",1등급,"2,200",25,,700 x 990 x 830,95.0,네이처 베이지,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=SxFfzryaDqEvK6OHaa3sA
LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10412847/gallery/medium-interior01.jpg,"2,140,000원",1등급,"2,100",25,,700 x 990 x 830,94.0,네이처 베이지,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=kVfSsQlIMVImf93lPwrEaA
LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10295853/gallery/medium-interior01.jpg,,1등급,"2,200",25,,700 x 990 x 830,94.0,네이처 베이지,"700x990x1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=16At4WVG2f4hO0EFLRqcw
LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10412844/gallery/medium-interior01.jpg,"2,100,000원",1등급,"2,100",25,,700 x 990 x 830,94.0,네이처 그린,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=1DsUL1PxU6Y9rsW4TBMAtA
LG 트롬 AI 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10597882/gallery/medium-interior01.jpg,"2,300,000원",1등급,"2,200",25,,700 x 990 x 830,95.0,네이처 그린,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=SxFfzryaDqEvK6OHaa3sA
LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10412846/gallery/medium-interior01.jpg,"2,050,000원",1등급,"2,100",25,,700 x 990 x 830,94.0,네이처 그린,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=nYmPCa4rxUi0DnyBCIKVzg
LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10295852/gallery/medium-interior01.jpg,"2,276,000원",1등급,"2,200",25,,700 x 990 x 830,94.0,네이처 그린,"700x990x1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=16At4WVG2f4hO0EFLRqcw
LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10412839/gallery/medium-interior01.jpg,"2,190,000원",1등급,"2,200",25,,700 x 990 x 830,94.0,네이처 그린,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=ZMLqWIh0ctu9NtCnuBvntg
LG 트롬 AI 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10597890/gallery/medium-interior01.jpg,"2,300,000원",1등급,"2,200",25,,700 x 990 x 830,95.0,에센스 화이트,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=SxFfzryaDqEvK6OHaa3sA
LG 트롬 AI 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10689827/gallery/medium-interior01.jpg,"2,300,000원",1등급,"2,200",25,,700 x 990 x 830,95.0,스페이스 블랙,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=SxFfzryaDqEvK6OHaa3sA
LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10412841/gallery/medium-interior01.jpg,"2,220,000원",1등급,"2,200",25,,700 x 990 x 830,94.0,스페이스 블랙,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=4k1axc3Kgkt8B3tFtPkuQQ
LG 트롬 AI 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10597886/gallery/medium-interior01.jpg,"2,300,000원",1등급,"2,200",25,,700 x 990 x 830,95.0,모던 스테인리스,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=SxFfzryaDqEvK6OHaa3sA
LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md09668827/gallery/medium-interior01.jpg,"2,171,000원",1등급,"2,200",25,,700 x 990 x 830,95.0,릴리 화이트,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=jiYBw3hytS4vgp6z03lnsg
LG 트롬 오브제컬렉션 미니워시,https://www.lge.co.kr/kr/images/washing-machines/md09088897/gallery/medium11.jpg,"944,000원",대상 외,"1,500",4,,700 × 360 × 770 mm,,네이처 그린,블랙 강화유리 도어,,,,https://gscs-b2c.lge.com/open/downloadFile?fileId=nx4ytgTmk0Nr5Avl0vT3g
LG 트롬 미니워시,https://www.lge.co.kr/kr/images/washing-machines/md09091838/gallery/medium11.jpg,"700,000원",대상 외,"1,500",4,,700 × 360 × 770 mm,,릴리 화이트,블랙 강화유리 도어,,,,https://gscs-b2c.lge.com/open/downloadFile?fileId=nx4ytgTmk0Nr5Avl0vT3g
LG 트롬 건조 겸용 세탁기 · 9kg / 4.5kg,https://www.lge.co.kr/kr/images/washing-machines/md10561839/gallery/medium-interior01.jpg,"770,000원",2등급,"2,010",9.0,4.5,600x850x550,61.0,화이트,"600x850x1,030",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 20, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=CQuYd3BxA8Odrr2MuuEXUQ
LG 트롬 건조 겸용 세탁기 · 9kg / 4.5kg,https://www.lge.co.kr/kr/images/washing-machines/md10561838/gallery/medium-interior01.jpg,"750,000원",2등급,"2,010",9.0,4.5,600x825x550,59.0,화이트,"600x825x1,030",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 20, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=ThlsRLJ2tfqmFyy5Xr6cug
LG 트롬 오브제컬렉션 + 건조기 + 스태킹키트,https://www.lge.co.kr/kr/images/washing-machines/md10066840/gallery/medium03.jpg,,1등급,"2,100",19,18,700 x 990 x 770,91.0,네이처 그린,"700 x 990 x 1,360",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=u5wCkEr3mrG8aaEDzmoSSA
LG 트롬 오브제컬렉션 + 건조기 + 스태킹키트,https://www.lge.co.kr/kr/images/washing-machines/md10066838/gallery/medium03.jpg,,1등급,"2,100",19,19,700 x 990 x 770,91.0,네이처 그린,"700 x 990 x 1,360",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=u5wCkEr3mrG8aaEDzmoSSA
LG 트롬 오브제컬렉션 + 건조기 + 스태킹키트,https://www.lge.co.kr/kr/images/washing-machines/md10066837/gallery/medium03.jpg,,1등급,"2,100",19,19,700 x 990 x 770,91.0,네이처 그린,"700 x 990 x 1,360",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=u5wCkEr3mrG8aaEDzmoSSA
LG 트롬 오브제컬렉션 + 건조기 + 스태킹키트,https://www.lge.co.kr/kr/images/washing-machines/md10490830/gallery/medium03.jpg,"3,240,000원",3등급,"2,100",21,19,700 x 990 x 770,91.0,모던 스테인리스,"700 x 990 x 1,360",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=u5wCkEr3mrG8aaEDzmoSSA
LG 트롬 오브제컬렉션 + 건조기 + 스태킹키트,https://www.lge.co.kr/kr/images/washing-machines/md10466834/gallery/medium01.jpg,"3,640,000원",1등급,"2,100",24,20,700x990x830,93.0,네이처 베이지,"700x990x1,410",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=HePzePoyaPhap1gGHrQKw
LG 트롬 오브제컬렉션 + 건조기 + 스태킹키트,https://www.lge.co.kr/kr/images/washing-machines/md10439829/gallery/medium03.jpg,"3,250,000원",1등급,"2,100",24,18,700 x 990 x 830,93.0,스페이스 블랙,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=AwpLjUJtXHcGGbgG3BbAg
LG 트롬 오브제컬렉션 + 건조기 + 스태킹키트,https://www.lge.co.kr/kr/images/washing-machines/md10439828/gallery/medium03.jpg,"3,818,000원",1등급,"2,100",24,19,700 x 990 x 830,93.0,스페이스 블랙,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=AwpLjUJtXHcGGbgG3BbAg
LG 트롬 오브제컬렉션 + 건조기 + 스태킹키트,https://www.lge.co.kr/kr/images/washing-machines/md10439826/gallery/medium03.jpg,"3,540,000원",1등급,"2,100",24,20,700 x 990 x 830,93.0,스페이스 블랙,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=AwpLjUJtXHcGGbgG3BbAg
LG 트롬 오브제컬렉션 + 건조기 + 스태킹키트,https://www.lge.co.kr/kr/images/washing-machines/md10439827/gallery/medium03.jpg,"3,490,000원",1등급,"2,100",24,20,700 x 990 x 830,93.0,스페이스 블랙,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=AwpLjUJtXHcGGbgG3BbAg
